SULAWESI SELATAN,2647767.000000,2018
SULAWESI TENGGARA,2177052.000000,2018
GORONTALO,2206813.000000,2018
SULAWESI BARAT,2193530.000000,2018
MALUKU,2222220.000000,2018
MALUKU UTARA,2320803.000000,2018
PAPUA BARAT,2667000.000000,2018
PAPUA,3000000.000000,2018
INDONESIA,2268874.000000,2018
ACEH,2916810.000000,2019
SUMATERA UTARA,2303403.000000,2019
SUMATERA BARAT,2289220.000000,2019
RIAU,2662026.000000,2019
JAMBI,2423889.000000,2019
SUMATERA SELATAN,2804453.000000,2019
BENGKULU,2040407.000000,2019
LAMPUNG,2241270.000000,2019
KEP. BANGKA BELITUNG,2976706.000000,2019
KEP. RIAU,2769754.000000,2019
DKI JAKARTA,3940973.000000,2019
JAWA BARAT,1668373.000000,2019
JAWA TENGAH,1605396.000000,2019
DI YOGYAKARTA,1570923.000000,2019
JAWA TIMUR,1630059.000000,2019
BANTEN,2267990.000000,2019
BALI,2297969.000000,2019
NUSA TENGGARA BARAT,2012610.000000,2019
NUSA TENGGARA TIMUR,1795000.000000,2019
KALIMANTAN BARAT,2211500.000000,2019
KALIMANTAN TENGAH,2663435.000000,2019
KALIMANTAN SELATAN,2651782.000000,2019
KALIMANTAN TIMUR,2747561.000000,2019
KALIMANTAN UTARA,2765463.000000,2019
SULAWESI UTARA,3051076.000000,2019
SULAWESI TENGAH,2123040.000000,2019
SULAWESI SELATAN,2860382.000000,2019
SULAWESI TENGGARA,2351870.000000,2019
GORONTALO,2384020.000000,2019
SULAWESI BARAT,2381000.000000,2019
MALUKU,2400664.000000,2019
MALUKU UTARA,2508091.000000,2019
PAPUA BARAT,2934500.000000,2019
PAPUA,3240900.000000,2019
INDONESIA,2455662.000000,2019
ACEH,3165031.000000,2020
SUMATERA UTARA,2499423.000000,2020
SUMATERA BARAT,2484041.000000,2020
RIAU,2888564.000000,2020
JAMBI,2630162.000000,2020
SUMATERA SELATAN,3043111.000000,2020
BENGKULU,2213604.000000,2020
LAMPUNG,2432002.000000,2020
KEP. BANGKA BELITUNG,3230024.000000,2020
KEP. RIAU,3005460.000000,2020
DKI JAKARTA,4276350.000000,2020
JAWA BARAT,1810351.000000,2020
JAWA TENGAH,1742015.000000,2020
DI YOGYAKARTA,1704608.000000,2020
JAWA TIMUR,1768777.000000,2020
BANTEN,2460997.000000,2020
BALI,2494000.000000,2020
NUSA TENGGARA BARAT,2183883.000000,2020
NUSA TENGGARA TIMUR,1950000.000000,2020
KALIMANTAN BARAT,2399699.000000,2020
KALIMANTAN TENGAH,2903145.000000,2020
KALIMANTAN SELATAN,2877449.000000,2020
KALIMANTAN TIMUR,2981379.000000,2020
KALIMANTAN UTARA,3000804.000000,2020
SULAWESI UTARA,3310723.000000,2020
SULAWESI TENGAH,2303711.000000,2020
SULAWESI SELATAN,3103800.000000,2020
SULAWESI TENGGARA,2552015.000000,2020
GORONTALO,2788826.000000,2020
SULAWESI BARAT,2678863.000000,2020
MALUKU,2604961.000000,2020
MALUKU UTARA,2721530.000000,2020
PAPUA BARAT,3134600.000000,2020
PAPUA,3516700.000000,2020
INDONESIA,2672371.000000,2020
ACEH,3165031.000000,2021
SUMATERA UTARA,2499423.000000,2021
SUMATERA BARAT,2484041.000000,2021
RIAU,3005460.000000,2021
JAMBI,3230023.000000,2021
SUMATERA SELATAN,3043111.000000,2021
BENGKULU,2888564.000000,2021
LAMPUNG,2432001.000000,2021
KEP. BANGKA BELITUNG,2215000.000000,2021
KEP. RIAU,2630162.000000,2021
DKI JAKARTA,4416186.000000,2021
JAWA BARAT,1810351.000000,2021
JAWA TENGAH,1798979.000000,2021
DI YOGYAKARTA,1765000.000000,2021
JAWA TIMUR,1868777.000000,2021
BANTEN,2460996.000000,2021
BALI,2494000.000000,2021
NUSA TENGGARA BARAT,2183883.000000,2021
NUSA TENGGARA TIMUR,1950000.000000,2021
KALIMANTAN BARAT,2399698.000000,2021
KALIMANTAN TENGAH,2903144.000000,2021
KALIMANTAN SELATAN,2877448.000000,2021
KALIMANTAN TIMUR,2981378.000000,2021
KALIMANTAN UTARA,3000804.000000,2021
SULAWESI UTARA,3310723.000000,2021
SULAWESI TENGAH,2552014.000000,2021
SULAWESI SELATAN,3165876.000000,2021
SULAWESI TENGGARA,2303711.000000,2021
GORONTALO,2788826.000000,2021
SULAWESI BARAT,2678863.000000,2021
MALUKU,2721530.000000,2021
MALUKU UTARA,2604961.000000,2021
PAPUA BARAT,3134600.000000,2021
PAPUA,3516700.000000,2021
INDONESIA,2608093.000000,2021
ACEH,3166460.000000,2022
SUMATERA UTARA,2522609.000000,2022
SUMATERA BARAT,2512539.000000,2022
RIAU,2938564.000000,2022
JAMBI,2649034.000000,2022
SUMATERA SELATAN,3144446.000000,2022
BENGKULU,2238094.000000,2022
LAMPUNG,2440486.000000,2022
KEP. BANGKA BELITUNG,3264881.000000,2022
KEP. RIAU,3050172.000000,2022
DKI JAKARTA,4452724.000000,2022
JAWA BARAT,1841487.000000,2022
JAWA TENGAH,1813011.000000,2022
DI YOGYAKARTA,1840951.000000,2022
JAWA TIMUR,1891567.000000,2022
BANTEN,2501203.000000,2022
BALI,2516971.000000,2022
NUSA TENGGARA BARAT,2207212.000000,2022
NUSA TENGGARA TIMUR,1975000.000000,2022
KALIMANTAN BARAT,2434328.000000,2022
KALIMANTAN TENGAH,2922516.000000,2022
KALIMANTAN SELATAN,2906473.000000,2022
KALIMANTAN TIMUR,3014497.000000,2022
KALIMANTAN UTARA,3016738.000000,2022
SULAWESI UTARA,3310723.000000,2022
SULAWESI TENGAH,2390739.000000,2022
SULAWESI SELATAN,3165876.000000,2022
SULAWESI TENGGARA,2710595.000000,2022
GORONTALO,2800580.000000,2022
SULAWESI BARAT,2678863.000000,2022
MALUKU,2619312.000000,2022
MALUKU UTARA,2862231.000000,2022
PAPUA BARAT,3200000.000000,2022
PAPUA,3561932.000000,2022
INDONESIA,2644709.000000,2022
